0,2,38,3,3,92,3,3,1,23,1,3,0,3,30,123,0,4,0,0,2292,1,0,1951,1621,0,1363,1,1487,55,5,194,1,2,1822,0,2,4,1,2
0,4,4,7,7,66,35,5,14,6,2,2,0,8,0,105,0,2083,0,0,281,1,0,1968,254,0,235,1,209,1933,0,161,386,0,3,0,8,1583,0,629
0,4,1,2,3,28,13,9,4,28,2,0,0,3,3,39,1791,2113,6,0,378,1,0,1360,12,1808,12,2,743,1960,0,51,0,0,1869,0,1,1601,2,1225
0,2,0,5,3,128,3,3,6,1,1,3,0,3,6,11,0,2268,3,0,2321,16,0,3,284,0,260,5,1577,3,3,948,1,2,3,0,1,1707,1,2
0,4,1,15,8,12,20,2,12,40,2,0,8,9,13,0,42,36,0,4,53,5,0,34,276,43,50,1,60,48,2,53,0,1,47,0,0,19,0,28
0,4,7,2,5,87,42,9,12,51,2,8,0,7,94,11,1931,2289,3,4,120,6,0,569,77,1948,75,0,1588,2112,0,953,1,2,2013,0,1,1719,1,2
0,4,27,0,5,24,31,1,10,34,2,0,3,18,3,7,25,16,0,0,1304,53,0,1424,1013,26,894,2,240,28,1,115,1,2,29,0,0,14,1,2
0,0,26,5,9,2,0,4,0,5,0,1,3,0,2,61,1952,52,0,4,2458,55,0,2136,1712,1969,1436,2,297,2135,5,91,0,0,2036,0,6,46,33,30
0,4,33,7,7,12,2,0,5,32,2,1,0,8,3,118,0,298,0,0,2249,1,0,2,677,0,611,1,1608,283,0,184,1,2,3,3,8,174,1,2
0,2,0,3,0,121,47,16,4,29,1,2,0,1,2,135,30,16,0,6,546,5,0,428,375,31,343,1,302,34,0,224,1,2,34,0,1,14,1,2
0,15,0,11,9,126,10,0,0,5,0,1,0,0,0,175,353,438,0,0,1074,1,0,2,869,359,776,2,495,416,4,332,0,3,378,0,1,369,20,290
0,3,53,12,11,30,25,11,7,0,0,12,13,13,0,97,644,794,0,5,2,1,0,2,2,655,2,2,432,739,2,143,0,1,686,0,9,637,6,379
0,2,16,5,5,21,3,3,14,14,1,3,0,7,3,7,25,16,0,0,67,4,0,2177,64,26,63,2,182,28,0,33,1,2,29,0,1,14,1,2
1,4,11,57,7,61,22,15,6,33,2,0,0,11,6,130,2003,2372,5,0,1116,1,0,436,290,2021,265,1,285,2190,0,211,0,3,2094,3,10,1569,12,1194
0,1,5,8,11,31,13,15,8,14,0,2,3,10,3,3,47,58,0,0,75,5,0,2234,72,48,70,1,70,54,0,60,1,2,52,0,1,3,1,2
1,0,1,9,10,46,10,9,12,0,0,7,0,0,3,0,2049,36,0,5,337,1,0,168,308,2069,282,1,60,2245,0,53,0,1,2146,0,8,19,0,28
0,2,18,2,1,3,3,3,3,28,1,3,0,6,13,36,1466,1729,0,4,2579,1,0,2295,1510,1478,1279,5,144,1610,6,56,0,3,1536,0,1,1327,4,1006
0,4,1,5,4,52,14,2,8,42,2,0,0,5,0,51,0,15,3,0,379,0,0,1016,345,0,316,9,310,3,0,88,140,3,3,1,2,780,0,100
0,2,7,3,3,79,56,4,1,44,1,1,0,3,0,11,2135,2544,0,0,2645,1,0,2376,1547,2159,1310,1,1712,2354,0,779,1,2,2238,0,1,1895,1,2
0,4,1,44,12,12,48,19,13,19,2,1,0,36,7,63,0,15,0,5,2672,5,0,2,1826,0,1532,2,116,3,0,94,0,3,3,0,0,45,0,29
0,1,1,5,0,11,27,6,3,42,0,2,0,12,0,29,2164,2576,0,6,534,1,0,2403,474,2187,437,1,105,2385,0,84,22,3,2265,1,6,21,4,9
1,2,3,3,3,96,38,10,1,22,1,0,0,3,3,69,81,105,0,1,120,1,0,790,77,83,75,2,329,97,0,103,0,1,91,3,1,19,0,43
0,4,1,0,7,17,2,7,14,21,2,1,0,1,3,97,2198,2615,0,5,830,5,0,2,1841,2221,637,7,1743,2420,0,243,0,1,2300,0,0,1948,6,53
1,4,3,3,3,67,1,4,2,4,2,1,0,3,13,56,0,52,4,0,2704,4,0,1613,1605,0,1353,2,99,3,5,82,0,0,3,0,6,46,12,30
1,4,1,17,7,61,31,5,14,51,2,7,3,5,3,291,62,76,1,1,2716,1,0,1116,1074,63,943,1,1072,71,0,683,0,1,69,0,8,66,3,475
0,2,7,2,9,54,11,7,12,20,1,1,0,0,3,19,5,2,0,0,1194,1,0,2,851,6,760,1,429,7,1,22,1,2,7,0,0,2,1,2
0,6,11,3,5,34,6,18,14,30,0,8,0,11,100,7,10,16,5,0,272,1,0,5,138,11,7,2,182,14,0,33,1,2,14,0,1,14,1,2
0,1,31,22,17,35,18,1,9,40,0,1,0,15,3,17,0,2721,0,1,202,5,0,2,188,0,174,1,84,3,1,19,109,0,3,0,1,2013,0,1534
0,2,34,0,9,170,3,3,0,5,1,3,0,0,3,77,34,41,0,1,2393,1,1,655,452,35,418,0,531,38,0,369,0,1,38,3,8,2,4,324
1,4,1,11,1,54,46,16,2,8,2,2,3,6,85,17,51,63,0,0,60,16,1,57,58,52,57,2,20,59,0,19,22,3,57,0,0,21,0,9
0,2,62,11,7,95,3,13,7,31,1,9,0,1,3,145,5,2,0,0,2275,12,0,228,1612,6,1356,1,339,7,0,247,1,2,7,0,1,2,1,2
1,1,0,27,6,104,4,2,8,16,0,0,0,4,3,0,28,36,3,1,2117,5,0,730,461,29,425,0,80,32,5,53,0,1,32,0,0,19,0,40
0,2,7,4,0,48,8,4,12,36,1,1,0,0,0,107,138,171,0,1,411,5,0,2581,372,141,340,0,1424,166,0,166,1,2,149,0,7,154,1,2
1,2,1,0,1,89,34,2,6,36,1,1,0,6,159,11,2375,2823,3,1,32,5,0,690,31,2398,30,5,1838,2609,0,1060,1,2,2485,0,0,2090,1,2
0,2,0,11,8,59,9,10,12,33,1,2,3,9,0,74,0,4,0,0,80,1,0,56,77,89,75,1,136,104,6,110,1,2,97,0,1,4,1,2
0,2,0,11,9,129,3,3,6,5,1,3,0,0,3,2,25,16,6,0,2868,1,0,2616,1930,26,1609,2,292,28,1,163,1,2,29,0,1,14,1,2
1,3,8,3,9,45,38,16,10,40,0,0,2,6,0,101,260,211,0,5,2874,1,0,335,498,265,456,0,374,202,6,270,1,2,282,0,9,185,1,2
0,0,19,11,5,49,20,4,12,18,0,1,0,5,7,67,0,101,0,1,9,1,0,3,3,79,3,1,124,93,5,101,1,2,87,3,0,4,1,2
0,4,13,5,3,38,18,15,14,16,2,2,0,3,0,212,2430,2897,0,0,12,1,0,8,11,2455,11,1,619,2666,0,418,0,0,2544,0,1,27,8,525
0,2,9,7,4,32,3,3,8,32,1,3,0,13,33,95,25,16,0,0,1576,2,1,2,1189,26,1038,1,181,28,0,141,0,1,29,0,1,14,2,1112
0,0,1,2,5,133,12,4,6,4,0,1,0,7,0,11,2464,2940,0,1,2012,1,0,2,1452,2490,1240,0,1143,2706,5,719,1,2,2581,0,0,1098,1,2
0,2,3,5,7,40,0,8,6,32,1,8,3,1,3,20,0,15,0,0,26,1,0,163,25,0,25,0,69,3,7,23,65,3,3,0,1,1484,0,1130
0,0,3,41,1,88,30,4,4,9,0,1,0,0,3,65,1512,1784,0,0,2929,7,0,2,1592,1526,1344,1,440,1661,5,97,0,0,1586,0,0,691,11,1659
0,3,0,5,6,78,14,2,4,9,0,1,2,8,0,74,0,4,0,0,53,0,0,34,276,89,50,1,136,104,2,110,1,2,97,0,0,4,1,2
0,2,0,5,3,61,4,15,1,23,1,2,0,3,6,63,2511,2992,0,4,327,1,0,2,298,2538,273,12,1911,2756,0,94,0,0,2630,0,1,21,0,9
1,0,4,17,14,107,6,2,13,8,0,2,2,17,14,67,0,101,0,1,78,1,0,2751,75,79,73,1,124,93,6,101,1,2,87,1,8,4,1,2
0,2,23,15,11,8,17,2,7,18,1,1,0,13,2,0,124,152,0,0,129,0,0,1155,38,127,37,1,141,149,5,0,0,1,135,0,1,134,0,98
0,4,18,4,16,142,16,19,11,48,2,2,2,14,3,24,5,2,0,5,80,1,0,56,77,6,75,6,30,7,7,28,1,2,7,0,7,2,1,2
0,4,27,2,6,60,56,1,3,42,2,1,0,8,7,7,25,16,0,5,227,5,0,1435,211,26,197,1,35,28,0,33,1,2,29,0,1,14,1,2
0,15,19,3,9,11,13,5,0,0,0,2,3,0,13,286,2651,3152,3,0,2396,1,0,1344,191,2679,177,2,1053,2910,2,673,0,0,2780,0,1,2306,4,43
0,4,24,5,1,65,65,2,10,44,2,1,0,6,3,18,372,464,0,0,3067,1,0,75,788,377,710,2,22,438,0,21,1,2,396,0,1,20,1,2
0,4,34,5,15,73,43,7,6,46,2,2,0,14,3,12,0,3159,0,5,378,0,0,96,12,0,12,10,721,3,0,12,19,3,3,0,1,2311,5,1765
1,1,52,3,1,7,4,22,5,34,3,4,0,4,3,275,5,2,1,0,1739,1,0,2,320,6,292,2,1165,7,0,604,1,2,7,0,2,2,1,2
1,0,1,22,16,105,29,4,10,18,0,1,0,18,14,14,63,78,3,0,1038,1,0,2,843,64,264,2,96,72,5,80,0,0,71,0,2,68,4,48
0,4,8,4,9,106,48,4,6,8,2,1,0,0,3,67,0,101,0,0,1470,1,0,1615,1121,79,983,1,124,93,5,101,1,2,87,0,1,4,1,2
0,2,7,2,1,144,3,3,2,23,1,3,0,6,2,11,1872,2215,0,2,55,5,1,38,2055,1889,52,5,1581,2048,0,937,1,2,1952,0,0,274,1,2
0,4,13,2,9,36,29,7,5,7,2,0,3,0,3,18,64,80,5,0,2227,1,0,173,213,65,198,2,22,74,0,21,1,2,72,0,9,69,1,2
1,4,34,4,0,7,9,17,12,12,2,11,1,4,6,20,2725,3238,0,5,26,5,0,432,25,2752,25,1,111,2988,2,23,504,3,2853,1,8,21,0,9
1,2,3,3,3,65,3,13,1,31,1,9,0,3,33,80,5,2,0,2,3146,0,1,326,1362,6,1174,5,509,7,1,119,1,2,7,0,1,2,1,2
0,2,38,19,10,48,33,2,15,55,1,0,0,2,20,67,0,101,0,5,288,1,0,1196,31,79,30,1,157,93,0,101,1,2,87,0,0,4,1,2
0,2,45,2,1,51,24,7,6,9,1,1,0,6,106,100,5,2,0,0,3224,5,0,3001,2101,6,693,0,1284,7,0,797,1,2,7,0,0,2,1,2
0,4,1,4,3,22,35,1,2,20,2,0,0,3,13,26,0,15,22,0,1542,1,0,63,83,0,81,10,778,3,1,30,560,0,3,0,8,138,6,100
1,2,11,4,7,103,3,3,6,1,1,3,0,1,3,101,0,211,0,5,741,1,1,3069,1190,0,582,2,317,202,7,236,1,2,3052,3,1,185,1,2
0,4,4,8,8,3,2,1,9,33,2,0,3,9,123,106,25,16,0,0,738,4,0,3081,246,26,229,1,303,28,7,225,1,2,29,0,8,14,1,2
0,2,0,11,8,22,35,16,14,20,1,1,0,12,3,20,0,15,3,5,123,4,0,22,25,0,25,0,69,3,0,23,10,3,3,0,1,138,0,100
0,2,6,0,6,43,3,3,4,9,1,3,0,8,0,11,8,10,0,0,727,1,1,2,630,9,238,1,1984,10,8,1129,1,2,10,0,9,9,1,2
0,1,4,10,6,56,24,1,5,22,0,1,0,8,3,58,3008,3571,0,1,12,1,0,8,11,3031,11,0,984,3292,0,86,0,1,3152,0,1,2596,8,53
0,2,14,3,7,159,3,13,6,31,1,9,0,1,3,89,10,16,0,0,40,1,1,2,39,11,38,0,261,14,5,132,0,1,14,0,8,14,0,812
1,13,60,5,9,4,4,21,7,13,0,4,3,4,16,252,1431,1691,0,5,622,1,0,27,520,1448,249,2,1621,1575,0,536,1,2,1504,3,0,1304,1,2
0,1,19,10,16,105,21,1,11,40,0,1,0,18,0,79,5,2,3,0,618,21,0,3232,290,6,265,10,147,7,5,116,1,2,7,0,1,2,1,2
0,4,5,3,3,28,3,13,1,31,2,9,0,3,95,392,3094,3676,0,0,29,1,0,105,3,3117,3,24,2161,3383,0,1207,1,2,3237,0,13,2666,1,2
0,4,3,3,3,12,19,4,2,23,2,1,0,3,3,0,578,722,0,1,160,1,0,119,150,589,143,1,631,668,5,424,0,1,616,3,0,19,0,385
0,2,1,4,7,6,47,1,11,29,1,1,0,20,7,109,0,1964,14,5,589,1,0,94,520,0,249,1,363,3460,1,169,1,2,3,1,0,1496,1,2
0,4,4,0,7,171,35,10,4,29,2,1,1,1,3,93,114,136,0,1,218,1,0,1351,203,117,189,7,177,135,7,138,1,2,124,3,0,120,1,2
0,2,0,7,9,12,32,2,0,39,1,2,3,0,3,112,219,265,3,0,1118,1,0,1222,251,222,233,2,232,251,7,173,0,1,234,0,9,231,3,133
0,1,23,0,9,55,29,15,6,29,0,2,0,0,3,56,728,880,0,0,3498,1,0,328,2220,738,1825,2,176,827,5,137,14,3,767,0,1,445,0,338
0,4,11,2,7,51,38,1,2,10,2,1,0,1,3,11,3185,3791,0,0,1420,1,0,2243,447,3215,413,1,247,3489,5,182,1,2,3341,0,1,172,1,2
0,4,31,13,2,12,18,10,9,20,2,1,0,11,3,86,3190,1364,0,1,36,1,0,2,35,3221,34,5,163,1262,1,127,0,1,1209,0,1,2,2,79
1,4,52,24,1,18,41,4,2,42,2,1,7,6,3,91,3196,693,0,0,3508,19,0,2,2226,3228,1162,1,171,640,2,134,1,2,3353,3,0,115,1,2
0,2,0,5,9,163,3,3,0,16,1,3,0,0,3,12,1039,1244,5,3,2167,95,1,614,697,1055,630,2,52,1157,0,12,24,0,1097,0,1,21,2,9
0,0,3,14,14,4,12,21,10,50,0,10,7,5,11,20,0,15,0,0,26,1,0,1153,25,0,25,0,69,3,2,23,26,0,3,0,8,2774,4,2141
0,4,34,28,2,96,28,1,14,25,2,1,0,11,99,0,0,3841,0,4,971,1,0,462,531,0,488,1,141,3543,1,0,0,0,3,0,8,19,0,2142
1,4,4,5,7,19,20,1,16,25,2,1,3,1,27,36,1714,2015,1,1,673,1,0,3,588,1730,3,1,939,1874,1,48,0,0,1788,0,1,1534,4,1170
0,5,1,5,8,105,6,7,12,35,2,1,0,9,2,127,180,222,0,2,1214,1,0,75,153,183,145,2,1068,211,0,203,0,1,193,0,1,197,4,43
0,4,0,10,7,3,14,7,5,18,2,1,0,1,3,84,3274,3871,0,0,551,1,0,27,1526,3308,449,2,231,3574,0,124,138,3,3430,0,1,2790,13,2149
0,2,62,16,5,13,14,2,5,21,1,0,3,7,7,84,0,3916,0,0,2287,1,0,675,746,0,498,0,158,3,6,124,239,3,3,0,9,2823,13,2178
0,2,6,1,0,80,3,3,4,25,1,3,0,0,14,14,8,10,1,0,1508,1,0,3,3,9,3,0,256,10,3,15,0,1,10,3,0,9,4,55
1,19,32,4,5,49,18,36,7,50,0,4,0,7,3,20,1551,1834,0,5,123,1,0,18,25,1564,25,2,25,1701,0,23,181,0,1624,0,1,1403,4,1067
0,4,7,3,3,16,35,4,1,28,2,1,0,3,77,94,2,2,3,0,326,1,0,239,297,2,272,2,419,2,5,140,1,2,2,0,6,2,1,2
1,15,17,3,0,46,4,0,0,5,3,0,3,4,3,29,1224,1455,0,0,301,5,0,856,138,1240,7,2,102,1351,1,84,128,1,1289,1,0,21,0,861
0,0,1,8,9,34,18,1,8,13,0,0,2,0,0,211,30,16,3,4,860,1,0,2,725,31,654,1,1587,34,6,417,0,1,34,0,0,14,2,403
0,4,6,10,5,67,32,0,7,34,2,0,3,5,16,271,1512,1784,0,0,2442,1,0,2,997,1526,879,0,1355,1661,7,831,0,0,1586,0,9,691,4,1036
0,2,19,12,8,60,2,4,12,8,1,1,3,9,3,51,210,258,0,0,3318,1,0,1898,1588,213,1341,1,314,242,7,234,0,1,225,0,1,89,11,168
1,2,0,13,1,161,32,3,6,28,1,3,3,0,3,117,0,4029,0,1,3669,5,1,3477,1032,0,909,2,346,3725,6,183,0,1,3,1,0,631,0,478
1,1,1,5,9,107,0,1,2,5,0,1,0,0,3,69,81,105,0,4,21,36,0,2,1246,83,20,1,127,97,4,103,0,3,91,0,1,19,0,43
0,4,34,7,16,65,56,6,6,46,2,2,3,2,3,11,0,15,0,0,26,5,0,432,25,0,25,1,359,3,2,260,1,2,3,1,1,95,1,2
0,1,59,14,0,81,0,1,6,1,0,1,0,1,3,0,3451,1944,0,0,3329,1,0,68,90,3488,88,1,141,3771,1,0,0,0,3615,0,1,1300,0,2175
0,2,69,22,5,113,3,3,5,35,1,3,0,7,7,20,3455,4079,5,5,256,1,1,2,25,3491,25,2,25,3776,4,23,19,0,3619,0,1,2919,5,2259
1,3,27,11,11,94,10,17,8,8,0,6,3,0,3,24,5,2,0,1,647,1,0,219,134,6,129,6,30,7,2,28,1,2,7,0,4,2,1,2
0,4,34,7,6,73,47,16,9,29,2,2,0,7,3,56,0,4180,0,5,3766,0,0,1296,1173,0,1023,2,2136,3877,0,481,32,1,3,0,6,2621,12,473
0,2,26,11,9,32,3,3,0,5,1,3,0,0,3,14,1748,2064,0,6,353,5,1,75,153,1766,145,1,506,1915,5,80,0,0,1826,0,0,68,4,48
